QCODEID,MCODE,LCODE,RID,FIELDNAME,FROM_DATE,TO_DATE,DATETYPE,QCODE,CONTINUING,SITECODE,DESCRIPTION
64,MA,1,,,07-Jun-1993,07-Jun-1993,D,3018,,T01,Soil temperature at 30cm depth - value clearly in error (6999 recorded) - set to null
63,MA,1,,,01-Jan-1993,31-Jul-1993,R,3017,Y,T01,Soil water recording problems - data missing
27,MA,1,,SWATER,01-Sep-1993,07-Sep-1993,R,3089,,T01,"SWATER values above upper range. Dry period, but gypsum block may be suspect"
28,MA,1,,,01-Jan-1993,19-Apr-1994,R,3090,Y,T01,"Albedometers not operational (ALBGRD,ALBSKY)"
82,MA,1,,WETTMP,01-Jan-1994,19-Apr-1994,R,3125,N,T01,Wet bulb temperatures may be suspect - wick old and grimy
81,MA,1,,SWATER,14-Jun-1994,14-Jun-1994,D,3124,N,T01,Soil Water values in error from 10.00 to 14.00 - set to null
102,MA,1,,WETTMP,29-Jun-1994,11-Jul-1994,R,184,N,T01,Wet bulb reservoir/wick dry
80,MA,1,,SWATER,27-Jun-1994,31-Aug-1994,R,3089,,T01,"SWATER values above upper range. Dry period, but gypsum block may be suspect"
306,MA,1,,SWATER,16-Jun-1996,31-Aug-1996,R,3089,N,T01,"SWATER values above upper range. Dry period, but gypsum block may be suspect"
793,MA,1,,,24-May-1999,26-May-1999,R,3571,N,T01,Unexplained loss of data.  They will get the logger looked at.
794,MA,1,,,11-Aug-1999,07-Sep-1999,R,3571,N,T01,Unexplained loss of data.  They will get the logger looked at.
3855,MA,1,,NETRAD,26-Feb-2004,11-Mar-2004,R,4008,N,T01,"Net radiometer removed 1600 on 26/02/04 and sent to ELE for re-coating, re-installed 1100 on 11/03/04"
3856,MA,1,,,15-Apr-2004,21-May-2004,R,4009,N,T01,"Dry and wet bulb values corrected (problem with offset and slope wrongly set after calibration, these values now re-adjusted)"
6868,MA,1,,,13-Aug-2008,19-Nov-2008,R,4690,N,T01,Loss of data 13-Aug to 25-Sep-2008 and 12- to 19-Nov-2008 due to problems downloading remotely and engineer accidently deleting data.
140,MA,1,,NETRAD,01-Jan-1995,01-Jan-1995,D,3150,N,T02,NETRAD values below lower range of -100
141,MA,1,,NETRAD,30-Jan-1995,30-Jan-1995,D,3150,N,T02,NETRAD values below lower range of -100
194,MA,1,,STMP10,07-Jul-1994,01-Mar-1995,R,3179,N,T02,10cm soil thermometer values may be suspect - instrument replaced in March 1995
195,MA,1,,STMP10,13-Mar-1995,13-Mar-1995,D,3180,N,T02,New 10cm soil thermometer inserted  - from 1700 on 13-MAR-95
240,MA,1,,NETRAD,24-Mar-1995,24-Mar-1995,D,3214,N,T02,Net radiometer re-calibrated
191,MA,1,,NETRAD,08-Jun-1995,30-Jun-1995,R,3177,N,T02,Net Radiometer dome contained condensation
193,MA,1,,NETRAD,04-Jul-1995,04-Jul-1995,D,3178,N,T02,Net radiometer domes replaced
192,MA,1,,NETRAD,04-Jul-1995,25-Jul-1995,R,3177,N,T02,Net Radiometer dome contained condensation
241,MA,1,,NETRAD,01-Mar-1995,17-Aug-1995,D,3215,N,T02,Net radiometer had erratic fault causing some missing values. Logger problem found on 17-AUG-95 which had caused some values to be lost
139,MA,1,,ALBGRD,07-Jul-1994,25-Aug-1995,R,3149,Y,T02,"ALBGRD values range from highly negative up to 1. Suspect calibration
wrong. To be investigated with Didcot"
206,MA,1,,ALBGRD,25-Aug-1995,16-Oct-1995,R,3191,N,T02,Albedometer removed for re-calibration
207,MA,1,,ALBSKY,25-Aug-1995,16-Oct-1995,R,3191,N,T02,Albedometer removed for re-calibration
210,MA,1,,WDIR,09-Oct-1995,13-Dec-1995,R,3193,N,T02,Wind direction values may be unreliable - cable found broken on 16-OCT-95. Known to be OK on 9-OCT-95.Replaced on 13-DEC-95
211,MA,1,,,05-Dec-1995,13-Dec-1995,R,3194,N,T02,Intermittant logger problems between these dates
209,MA,1,,ALBSKY,16-Oct-1995,01-Jan-1996,R,3192,N,T02,Albedometer calibration factors in error in program - to be back-corrected
208,MA,1,,ALBGRD,16-Oct-1995,01-Oct-1996,R,3192,N,T02,Albedometer calibration factors in error in program - to be back-corrected
377,MA,1,,RAIN,08-Jan-1997,08-Jan-1997,D,3290,N,T02,Raingauge blocked with ice 14 00hrs.
388,MA,1,,SURWET,08-Jan-1997,08-Jan-1997,D,3301,N,T02,Snow cover on surface wetness indicator. 14 00hrs.
390,MA,1,,NETRAD,08-Jan-1997,08-Jan-1997,D,3303,N,T02,Condensation in Net Radiometer upper dome. 14 00hrs.
378,MA,1,,,13-Jan-1997,13-Jan-1997,D,3291,N,T02,All instruments washed between 0930 and 1030 hrs.
379,MA,1,,NETRAD,21-Jan-1997,21-Jan-1997,D,3292,N,T02,Condensation in Net Radiometer upper dome.
380,MA,1,,RAIN,13-Jan-1997,21-Jan-1997,R,3293,N,T02,Tipping bucket inside raingauge has been stuck in one position between 1000hrs on 13/1 and 1400hrs on 21/1.
381,MA,1,,NETRAD,04-Feb-1997,04-Feb-1997,D,3294,N,T02,Water droplets on Net Radiometer upper dome.
382,MA,1,,NETRAD,18-Feb-1997,18-Feb-1997,D,3295,N,T02,Condensation in Net Radiometer upper dome.
383,MA,1,,NETRAD,03-Mar-1997,03-Mar-1997,D,3296,N,T02,Condensation in Net Radiometer upper and lower domes.
385,MA,1,,SWATER,18-Mar-1997,18-Mar-1997,D,3298,Y,T02,Exchanged gypsum block for a Thetaprobe soil mosture sensor. First hourly mean with Thetaprobe sensor is at 1700 hrs when measurement changes from bars to Volumetric Water Content as a percentage. Disruption caused data losses between 2-4 pm.
386,MA,1,,NETRAD,28-Mar-1997,28-Mar-1997,D,3299,N,T02,Condensation in Net Radiometer upper dome.
399,MA,1,,,09-Jul-1997,09-Jul-1997,D,3312,N,T02,All instruments washed around 1500 GMT.
397,MA,1,,NETRAD,09-Jul-1997,14-Jul-1997,R,3310,N,T02,Silica gel dessicant removed from net radiometer on 9/7 and replaced on 14/7 with re-dessicated gel.
398,MA,1,,RAIN,11-Jul-1997,22-Aug-1997,R,3311,N,T02,Tipping mechanism jammed sometime betwwen 11/7/97 and 22/8/9. Readings up to 2400 GMT on 11/7 and from 1000 GMT 22/7/97are accurate.
400,MA,1,,SURWET,19-Aug-1997,29-Aug-1997,R,3313,N,T02,Electric cable to surface wetness indicator snapped.
665,MA,1,,NETRAD,28-May-1998,28-May-1998,D,3477,N,T02,Net radiometer dome was replaced on 28/5/98
680,MA,1,,RAIN,03-Nov-1998,03-Nov-1998,D,3485,N,T02,Disconnected and cleaned rain guage
681,MA,1,,RAIN,01-Sep-1998,03-Nov-1998,R,3486,N,T02,No rain data for this date range as the tipping bucket was not recording properly.  There is rain data for this period from another AWS stored in /users/ecn/indata/gle/ma/d806c.dat
682,MA,1,,,17-Nov-1998,17-Nov-1998,D,3487,N,T02,No data for 10:00 due to problems with transfer record file
683,MA,1,,,10-Dec-1998,10-Dec-1998,D,3488,N,T02,Replaced silica gel pack in logger box
733,MA,1,,,24-Jun-1999,24-Jun-1999,D,3533,N,T02,Cleaned and sorted rainguage and re-anchored to concrete slab and levelled the guage.
735,MA,1,,NETRAD,26-Jun-1999,01-Jul-1999,R,3535,N,T02,No net radiometer values from 26th June at 13:00 to 1st July.  Sheep chewed through the wire from the weather station to the logger.  Wire now repaired.
734,MA,1,,,07-Jul-1999,07-Jul-1999,D,3534,N,T02,Levelled rain gauge again and re-connected earth wire from weather station tower (sheep damage).
776,MA,1,,RAIN,07-Jul-1999,07-Jul-1999,D,3555,N,T02,RAIN GAUGE RE- ANCHORED TO CONCRETE BLOCK AS IT WAS DISTURBED BY SHEEP.  REPLACED AWS EARTH CABLE AS IT WAS CHEWED BY SHEEP.
777,MA,1,,NETRAD,01-Jul-1999,08-Jul-1999,R,3556,N,T02,NET RADIOMETER VALUES ARE MISSING FROM 1/7/99 TO 8/7/99 AT 09:00.  SHEEP DAMMAGE TO CONNECTING WIRE.  WIRE RE-CONNECTED AND SOLDERED.
779,MA,1,,,04-Aug-1999,04-Aug-1999,D,3558,N,T02,REPLACED SILICA GEL SATCHELS IN LOGGER BOX
778,MA,1,,RAIN,03-Jul-1999,03-Sep-1999,R,3557,N,T02,NO RAINFALL READINGS FROM 3/7/99 TO 3/9/99 AT 21:00.  DAMMAGE BY SHEEP AND BROKEN CABLE.  RAIN GAUGE FIXED 3/9/99.
798,MA,1,,NETRAD,05-Nov-1999,05-Nov-1999,D,3575,N,T02,"Net radiometer value not included, the value was out of range (-121.1)"
799,MA,1,,,09-Dec-1999,09-Dec-1999,D,3576,N,T02,Replaced silica gel packs in logger box
396,MA,1,,SWATER_T,01-Jul-1997,31-Dec-1999,R,3298,Y,T02,Exchanged gypsum block for a Thetaprobe soil mosture sensor. First hourly mean with Thetaprobe sensor is at 1700 hrs when measurement changes from bars to Volumetric Water Content as a percentage. Disruption caused data losses between 2-4 pm.
860,MA,1,,WETTMP,19-Jan-2000,19-Jan-2000,D,3627,Y,T02,Changed wet bulb wick on wet bulb thermometer
870,MA,1,,,01-Jun-2000,07-Jun-2000,R,3636,N,T02,"Rain guage blocked by debris, no rainfall due to inaccuracy"
872,MA,1,,RAIN,16-Aug-2000,16-Aug-2000,D,3638,N,T02,Cleaned rain guage
1572,MA,1,,,01-Apr-2001,01-Jun-2001,R,3750,Y,T02,The Albedometer ground values are incorrect and have not been sent.  The readings have been too low compared to last years values and the Sky values.
1793,MA,1,,,12-Jul-2001,12-Jul-2001,D,3767,N,T02,"The soil 10cm temperature sensor was trampled and damaged by cattle, this was replaced."
1794,MA,1,,NETRAD,11-Sep-2001,11-Sep-2001,D,3768,N,T02,"Net Radiometer dome was found burst, replaced at 08:00."
1792,MA,1,,,01-Jul-2001,01-Oct-2001,R,3766,N,T02,Albedometer ground values removed at the site as they were felt to be incorrect when compared to last years values.
2155,MA,1,,,12-Mar-2002,13-Mar-2002,R,3805,Y,T02,"day 71 and 72 - replaced the wet bulb, soil 10cm and soil 30cm sensors.  cables had been chewed by small mammals, the dry bulb sensor was re-calibrated with iced water.  All other sensors were washed and sillica jell replaced.  Removed the dome from the net radiometer to remove condensation.  The rain gauge was also checked and the cable also showing signs of rodent dammage - replaced"
2154,MA,1,,,01-Jan-2002,01-Apr-2002,R,3804,N,T02,"day 2 11:00; Net Radiation value out of range.
day 24 22:00 to day 71 at 14:00; Wet bulb temp producing high values.
day 42 05:00, 16:00; day 47 11:00, 14:00; day 61 14:00; soil 10cm temp too high for time of year"
2532,MA,1,,,08-May-2002,08-May-2002,D,3839,Y,T02,"Removed net radiation dome and dried off, replaced silica gel in all sensors and logger box."
2533,MA,1,,,28-Aug-2002,28-Aug-2002,D,3840,Y,T02,Cleaned out raingauge and checked tipping mechanism.  Rain gauge was partially blocked with grass seed.
2534,MA,1,,,09-Oct-2002,09-Oct-2002,D,3841,Y,T02,Cleaned out seeds from rain gauge (partially blocked) and checked tipping mechanism.
2535,MA,1,,,20-Nov-2002,20-Nov-2002,D,3842,Y,T02,"Checked and callibrated dry and wet bulb 107 temperature sensors, changed wet bulb wick."
2536,MA,1,,,06-Dec-2002,06-Dec-2002,D,3843,Y,T02,Changed logger battery with fully charged one.  Re-loaded logger program into logger.
2537,MA,1,,,25-Dec-2002,31-Dec-2002,R,3844,N,T02,"Low battery power resulted in inaccurate readings from the dry and wet air temp. sensors, soil 10 cm, soil 30cm and soil Moisture theta probe.  These values have been removed."
2538,MA,1,,,29-Dec-2002,01-Jan-2003,R,3845,N,T02,No values recorded due to low battery power to the logger
3272,MA,1,,,01-Jan-2003,08-Jan-2003,R,3845,N,T02,No values recorded due to low battery power to the logger
3273,MA,1,,,12-Jan-2003,12-Jan-2003,D,3845,N,T02,No values recorded due to low battery power to the logger
3274,MA,1,,,12-Jan-2003,12-Jan-2003,D,3896,N,T02,Soil temperature values incorrect at 10cm and 30cm depths - values removed
3275,MA,1,,,19-Jan-2003,25-Jan-2003,R,3845,N,T02,No values recorded due to low battery power to the logger
3276,MA,1,,,25-Jan-2003,27-Jan-2003,R,3897,N,T02,Wet bulb values were not within the normal expected range - removed
3277,MA,1,,,31-Jan-2003,02-Feb-2003,R,3845,N,T02,No values recorded due to low battery power to the logger
3278,MA,1,,,03-Feb-2003,04-Feb-2003,R,3845,N,T02,No values recorded due to low battery power to the logger
3279,MA,1,,,28-Feb-2003,28-Feb-2003,D,3898,N,T02,0900 - reset time on logger and checked battery power with voltmeter
3280,MA,1,,,16-May-2003,29-May-2003,R,3899,N,T02,"Wet bulb values not accurate when compared to dry bulb especially at higher temperatures, and removed.  Checked wet bulb sensor cable for rodent damage or breaks in wire.  Re-callibrated sensor with ice water also checked calibration of dry bulb sensor."
3281,MA,1,,,02-Jun-2003,01-Jul-2003,R,3900,N,T02,"Wet bulb temperatures recorded too low at higher temperatures when compared to dry bulb values, and removed.  At Julian day 182 (1-Jul-03) at 12:30 replaced 107 wet bulb sensor and calibrated in ice water, again, recalibrated dry bulb sensor."
3282,MA,1,,,04-Jul-2003,04-Jul-2003,D,3901,N,T02,Repaired damage to weather station due to a break in by cattle.  Fixed and repositioned and checked raingauge.  Cleaned albedometer domes and replaced net radiometer domes.  Checked accuracy of raingauge to ensure correct tipping with a specified volume of water. Checked all cables for breaks due to trampling. Erected a line of barbed wire to deter future visits.
3283,MA,1,,,11-Jul-2003,11-Jul-2003,R,3902,N,T02,Checked raingauge for accurate tipping
3284,MA,1,,,23-Oct-2003,23-Oct-2003,D,3903,N,T02,"Serviced weather station.  Washed all sensors with warm soapy water. Lubricated all pivot points with WD40,  Checked battery power with voltmeter (13.4V).  Checked cables for dammage and calibrated all temperature sensors.  Replaced silica gel in logger and solarimeter and net radiometer.  Checked raingauge tipping bucket."
3285,MA,1,,,15-Dec-2003,15-Dec-2003,D,3904,N,T02,Checked battery power with voltmeter (12.4 V) as day length decreases.
2992,MA,1,,SWATER_T,01-Apr-1998,08-Jan-2004,R,3875,Y,T02,"There was a power cut on 1/4/98 and an older version of the program was installed by mistake so the theta probe values were incorrectly calculated.  These have been set to null, the Macaulay Institute is investigating if a back-correction can be made."
4001,MA,1,,,09-Jan-2004,09-Jan-2004,D,4047,N,T02,14:00 - changed battery due to low voltage and re loaded program and set time
4002,MA,1,,,14-Jan-2004,14-Jan-2004,D,4048,N,T02,11:40 - loaded logger with modified program to recalculate soil water potential in percent
4003,MA,1,,,29-Jan-2004,29-Jan-2004,D,4049,N,T02,Snow covered surface wetness sensor and filled raingauge
4004,MA,1,,,25-Feb-2004,25-Feb-2004,D,4049,N,T02,Snow covered surface wetness sensor and filled raingauge
4005,MA,1,,,20-Apr-2004,06-May-2004,R,4050,N,T02,"Incorrect wind strength values, due to water penetration and corrosion at logger. These values were removed.  Re wired sensor at 08:00 on 6/5/04"
4006,MA,1,,,02-Jun-2004,02-Jun-2004,D,4051,N,T02,08:30 - cleaned tipping bucket rain gauge and removed potential blockage.
4007,MA,1,,,22-Sep-2004,22-Sep-2004,D,4052,N,T02,"Checked rain gauge tipping bucket and removed tips from record, checked volume with record to ensure correct calibration."
4008,MA,1,,,10-Dec-2004,10-Dec-2004,D,4053,N,T02,"10:45 - changed logger battery as voltage was dropping, set time and reloaded logger program."
4354,MA,1,,,18-Jan-2005,20-Jan-2005,R,4196,N,T02,Loss of data due to low battery power.
4355,MA,1,,,21-Jan-2005,25-Jan-2005,R,4196,N,T02,Loss of data due to low battery power.
4357,MA,1,,,26-Jan-2005,26-Jan-2005,D,3576,N,T02,Replaced silica gel packs in logger box
4360,MA,1,,,26-Jan-2005,26-Jan-2005,D,4197,N,T02,Replaced battery
4356,MA,1,,,05-Feb-2005,09-Feb-2005,R,4196,N,T02,Loss of data due to low battery power.
4361,MA,1,,,09-Feb-2005,09-Feb-2005,D,4198,N,T02,"Replaced battery ( old battery voltage 11,2v) reloaded and compiled logger program."
4362,MA,1,,,08-Jan-2005,30-Mar-2005,R,4199,N,T02,No rainfall readings recorded due to raingauge problems - small rodent damage and tipping errors.
4363,MA,1,,,20-Apr-2005,20-Apr-2005,D,4200,N,T02,Replaced old raingauge cable and passed throgh reinforced hose to protect against rodent damage.
4364,MA,1,,,29-May-2005,15-Jun-2005,R,4201,N,T02,"Raingauge partially blocked, unblocked."
4365,MA,1,,,15-Jun-2005,15-Jun-2005,D,4202,N,T02,"New second hand raingauge fitted at 11:00, checked tipping mechanism and volume for tipping was ok."
4366,MA,1,,,02-Sep-2005,02-Sep-2005,D,4203,N,T02,Checked raingauge tipping mechanism - all ok.
4358,MA,1,,,28-Oct-2005,28-Oct-2005,D,3576,N,T02,Replaced silica gel packs in logger box
4367,MA,1,,,28-Oct-2005,28-Oct-2005,D,4204,N,T02,Washed all sensors with soapy water.
4359,MA,1,,,20-Dec-2005,20-Dec-2005,D,3576,N,T02,Replaced silica gel packs in logger box
4368,MA,1,,,20-Dec-2005,20-Dec-2005,D,4205,N,T02,Replaced battery with fully charged battery
4369,MA,1,,,20-Dec-2005,21-Dec-2005,R,4206,N,T02,"No data collected, slight blip when the logger program was compiled after a fully charged battery was connected.  Data was lost."
4827,MA,1,,NETRAD,11-Jan-2006,11-Jan-2006,D,4330,N,T02,13:00 - hole in net radiometer dome - replaced dome and silica gel in column
4828,MA,1,,,11-Jan-2006,18-Jan-2006,R,4331,N,T02,Loss of data due to low battery power.  18-Jan-2006 13:00 replaced battery with full powered battery and silica gel in logger.
4829,MA,1,,,18-Jul-2006,18-Jul-2006,D,4332,N,T02,Checked raingauge and removed artificial tips of raingauge from dataset.
4830,MA,1,,,27-Jul-2006,27-Jul-2006,D,4332,N,T02,Checked raingauge and removed artificial tips of raingauge from dataset.
4832,MA,1,,,24-Oct-2006,24-Oct-2006,D,4334,Y,T02,"Theta probe known to be faulty, readings omitted from this date"
4831,MA,1,,,22-Dec-2006,22-Dec-2006,D,4333,N,T02,Changed logger battery for fully charged one.  Washed all sensors with soapy water and installed new wet bulb wick.
8832,MA,1,,,12-Jan-2011,23-Feb-2011,R,5065,N,T02,"New wind direction and relative humidity sensors on day 26 at 13:45.
New tipping gauge fitted on day 54 at 12:00."
7288,MA,2,,,02-Aug-2004,17-Aug-2004,R,4808,N,T02,"Incoming global radiation values out of range on the following Julian days and times: day 214 at 13:00 and 14:00, day 209 at 13:00, day 207 at 10:00, day 200 at 16:00, day 198 at 13:00, day 220 at 12:00, day 227 at 13:00, day 228 at 13:00"
7290,MA,2,,,15-Jun-2005,15-Jun-2005,D,4810,N,T02,"Tipping bucket, relative humidity probe, Pyranometer and NR Lite Net Radiometer were all replaced."
7291,MA,2,,,23-Jun-2005,23-Jun-2005,D,4811,N,T02,"Logger replaced with calibrated unit, data missing for 0800, 0900 and 1000 on this date."
7293,MA,2,,,30-Aug-2008,31-Aug-2008,R,4813,N,T02,30-aug-2008 21:00 to 31-aug-2008 16:00 - no data recorded
7295,MA,2,,,22-Oct-2008,22-Oct-2008,D,4815,N,T02,"10:00; annual maintenance visit to AWS, rainfall, humidity, net radiometer, incoming and reflective radiation and windspeed sensors were changed."
7296,MA,2,,,28-Oct-2008,28-Oct-2008,D,4816,N,T02,Maintenance visit for wind direction sensor.
7294,MA,2,,ALBGRD,22-Oct-2008,31-Dec-2008,R,4814,N,T02,No reflected radiation value was recorded.
7297,MA,2,,,07-Oct-2009,07-Oct-2009,D,4817,N,T02,"Annual maintenance visit, replaced the ARG100 tipping bucket and the relative humidity sensor. All other sensors were working ok and left."
7292,MA,2,,,01-Jan-2008,31-Dec-2009,R,4812,Y,T02,Surface wetness data; values recorded are suspected to be incorrect.  The logger program has been checked and the sensor replaced but the values produced do not seem to correlate with the rainfall values.
8249,MA,2,,,20-Oct-2010,20-Oct-2010,D,5000,N,T02,"Annual maintenance visit, replaced the ARG100 tipping bucket and all other sensors except wind direction sensor (replaced 26-Jan-2011)."
8248,MA,2,,SURWET,01-Jan-2010,31-Dec-2010,R,4812,N,T02,Surface wetness data; values recorded are suspected to be incorrect.  The logger program has been checked and the sensor replaced but the values produced do not seem to correlate with the rainfall values.
9308,MA,2,,,09-Feb-2012,27-Dec-2012,R,5126,N,T02,"9-Feb-2012 10:00  to 11:00; Net radiation values slightly out of range and removed.
30-Oct-2012 11:00; Net radiation value missing.  Annual service of AWS and cleaning of Rain Gauge. Sensors replaced: Relative Humidity, wind speed, wind direction, CMP6(Incoming radiation0, CMP3(Reflected Radiation) and NR lite sensor.
27-Dec-2012 19:00 and 20:00; Net radiation values slightly out of range and removed."
7289,MA,2,,,09-Jul-2004,31-Dec-2999,R,4809,Y,T02,AWS data from this station is sent direct to the Macaulay and is checked every 2 days for gross errors.  The AWS is checked every 3 - 4 weeks for signs of dammage.
142,MA,1,,,13-Oct-1993,30-Apr-1995,R,3019,,T03,Numerous gaps in dataset - AWS logger faulty
143,MA,1,,ALBGRD,13-Oct-1993,30-Apr-1995,R,3093,,T03,Albedo Ground calibration in error. Field set to null. Recorded values in D1XMA_HIL
1812,MA,1,,WDIR,13-Oct-1993,26-Oct-1995,R,3769,N,T03,"Wind vane was wrongly oriented - only discovered in 1995. However, data (from 13-OCT-1993 to 26-OCT-1995,09:00 was back-corrected, and so should be reliable."
1452,MA,1,,,07-Dec-2000,22-Nov-2001,R,3743,Y,T03,several gaps in data due to servicing
5275,MA,1,,,01-Jan-2006,31-Mar-2006,R,4421,N,T03,CR10 datalogger replaced in early 2006 with a CR10X
6049,MA,1,,,01-Jan-2007,31-Dec-2007,R,4574,Y,T03,"Albedometers giving negative readings during daytime, values removed when negative between 08:00 and 20:00.  AWS not serviced recently."
6857,MA,1,,RAIN,27-Jun-2008,27-Jun-2008,D,4689,N,T03,Site concerned rainfall figure is inaccurate.  Guage tested by passing water through.
6848,MA,1,,RAIN,16-Aug-2009,17-Aug-2008,R,4684,N,T03,"Sampler clogged, freed 17-Aug-2008 1700hrs, total rain for period 49.3."
7608,MA,1,,,16-Dec-2009,16-Dec-2009,D,4894,N,T03,"AWS stopped functioning 16-Dec-2009, new array installed March 2010."
9772,MA,1,,,12-Sep-2012,31-Dec-2999,R,5222,Y,T03,RH values set to 100 where >100 and no fault with instrumentation suspected
57,MA,1,AWS1,,24-Jul-1991,24-Jul-1991,D,3010,,T04,24-JUL-91 has only 20 hours of data. Reason unknown
48,MA,1,AWS1,,28-May-1991,10-Feb-1993,R,3001,,T04,"Data collected pre-ECN. No Soil Water, Surface Wetness, Albedo ground or Albedo sky sensors. Data not subject to ECN Quality Assurance procedures."
56,MA,1,AWS1,,28-May-1991,10-Feb-1993,R,3009,,T04,Dataset recorded outwith ECN programme
50,MA,1,AWS1,,10-Feb-1993,23-Mar-1993,R,3003,,T04,No records between 11.00 on 10-FEB-93 and 22.00 on 23-MAR-93 whilst new instruments fitted
52,MA,1,AWS1,SURWET,23-Mar-1993,28-May-1993,R,3005,,T04,Surface Wetness indicator not working from 23-MAR-93 until 11.00 28-MAY-93
51,MA,1,AWS1,SWATER,26-Mar-1993,29-Jun-1993,R,3004,,T04,Soil Water Potential Sensor not working (rabbit bit through cable) from 16.00 26-MAR-93 to 13.00 29-JUN-93
350,MA,1,AWS1,RAIN,28-May-1991,02-Sep-1993,R,3270,N,T04,Raingauge heater in use. This does not comply with ECN protocol - removed on 3-SEP-93
49,MA,1,AWS1,,28-May-1991,03-Sep-1993,R,3002,,T04,"Wind instruments at 2.5m - higher than ECN standard (2m). Also, 10cm soil temperature probe raised slightly so that the bare earth surface was level with the grass. Both re-positioned between 11.00 and 12.00 3-SEP-93."
53,MA,1,AWS1,RAIN,03-Sep-1993,03-Sep-1993,D,3006,,T04,Wind generator for rainguage heater removed for repair
54,MA,1,AWS1,RAIN,14-Oct-1993,14-Oct-1993,D,3007,,T04,Rainguage moved to Plynlimon pit
55,MA,1,AWS1,RAIN,14-Oct-1993,14-Oct-1993,D,3008,Y,T04,Rainguage heater removed for repair
176,MA,1,AWS1,NETRAD,30-Apr-1994,30-Apr-1994,D,3166,N,T04,Net radiometer dome replaced (tiny split)
175,MA,1,AWS1,SWATER,07-Jul-1994,07-Jul-1994,D,3165,N,T04,Gypsum block replaced
79,MA,1,AWS1,RAIN,08-Dec-1993,03-Aug-1994,R,3123,Y,T04,Rainfall figures set to null - raingauge malfunction
177,MA,1,AWS1,WETTMP,26-Oct-1994,26-Oct-1994,D,3167,N,T04,Wet bulb wick replaced
178,MA,1,AWS1,RAIN,26-Oct-1994,26-Oct-1994,D,3168,N,T04,Raingauge cleared of small amount soil
179,MA,1,AWS1,RAIN,14-Dec-1994,18-Jan-1995,R,3169,N,T04,Rainfall figures set to null. Gauge faulty becuase water in socket
315,MA,1,AWS1,SURWET,28-Sep-1996,31-Dec-1996,R,3257,Y,T04,Surface wetness indicator faulty - values set to null
412,MA,1,AWS1,SURWET,09-Jan-1997,09-Jan-1997,D,3325,N,T04,Snow cover on surface wetness indicator.
413,MA,1,AWS1,SURWET,29-Jan-1997,05-Feb-1997,R,3326,N,T04,Surface wetness indicator producing 'odd' data during period so values set to null and new indicator installed on 5-feb.
414,MA,1,AWS1,SURWET,19-Feb-1997,19-Feb-1997,D,3327,N,T04,Snow cover on surface wetness indicator.
453,MA,1,AWS1,STMP10,19-Feb-1997,19-Feb-1997,D,3366,N,T04,Snow cover on soil temperature probe (10cm).
454,MA,1,AWS1,RAIN,19-Feb-1997,19-Feb-1997,D,3367,N,T04,Snow cover on rain gauge.
437,MA,1,AWS1,NETRAD,02-Apr-1997,09-Apr-1997,R,3350,N,T04,Domes damaged on Net Radiometer (2/4). Repaired and replaced on 9/4.
438,MA,1,AWS1,,18-Jun-1997,18-Jun-1997,D,3351,N,T04,"UV-B sensor installed, along with new logger program."
439,MA,1,AWS1,STMP10,06-Aug-1997,06-Aug-1997,D,3352,N,T04,"10cm soil temperature probe dug up and relaid, 08:00 -09:00."
440,MA,1,AWS1,NETRAD,17-Sep-1997,17-Sep-1997,D,3353,N,T04,"Silica gel replaced in Net Radiometer, 11:00 - 12:00."
355,MA,1,AWS1,RAIN,01-Dec-1997,01-Dec-1997,D,3274,Y,T04,Raingauge not functioning - removed for repair
442,MA,1,AWS1,,16-Dec-1997,14-Jan-1998,R,3355,N,T04,Switched logger program to old version due to loading problem during maintenance. UV-B sensor not catered for with old program.
441,MA,1,AWS1,RAIN,01-Dec-1997,04-Mar-1998,R,3354,N,T04,Fault with raingauge. Values set to null.
539,MA,1,AWS1,SURWET,04-Mar-1998,04-Mar-1998,D,3408,N,T04,Snow cover on surface wetness indicator.
540,MA,1,AWS1,STMP10,04-Mar-1998,04-Mar-1998,D,3409,N,T04,Snow cover on 10cm soil temperature probe.
1352,MA,1,,SWATER,01-Jul-2000,31-Dec-2000,R,3738,N,T04,Gypsum block data unreliable - July - Dec 2000 (gypsum block data will be removed prior to submission to CCU after December 2000)
1432,MA,1,,SWATER,01-Jan-2001,30-Jun-2001,R,3742,Y,T04,"Gypsum block has been suffering gradual calibration drift and, with a
change in the ECN specification for soil moisture to be recorded by
Theta Probe, the Gypsum block will not be replaced and data from it will
no longer be submitted to the CCU. Data prior to this data may be useful
but it should be checked for evidence of calibration drift."
1492,MA,1,,,01-Oct-2001,31-Dec-2001,R,3745,N,T04,"The net solarimeter was out of action from day 332, 1300 hours until day 339, 1200 hours. 
The wind vane and anemometer were frozen up from day 359, 500hours until day 360, 1100 hours."
3754,MA,1,,,04-Jun-2004,28-Jul-2004,R,3965,N,T04,"AWS down, data lost"
4191,MA,1,,,20-Jul-2005,20-Jul-2005,D,4161,N,T04,"Net radiometer replaced after being attacked by birds, numbers may not be directly compable"
4192,MA,1,,,09-Nov-2005,09-Nov-2005,D,4162,N,T04,"10cm temp probe dug up to check depth, seemed ok"
